"equipment_name","serial_number","equipment_type","contract_id","allocation_date","expected_return_date","actual_return_date","equipment_value","status","observations","qr_code_url","patrimony_url","cnpj","created_by","updated_by","deleted_by","deleted_at","id","created_date","updated_date","created_by_id","is_sample"
"PARAFUSO SEXTAVADO 1/4 X 3/4"" 12","GPS14407-012","outros","6899f22a877c5ab49c2d1c2d","2025-01-01","","","0.25","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14407-012","https://facilitagestor360.com.br/patrimony/GPS14407-012","14842018000145","rafael.lobato@gpsfacility.com","","","","692703638fb7706628b00d93","2025-11-26T13:40:51.160000","2025-11-26T13:40:51.160000","6890c7d607b2a1cba40dc72a","false"
"PARAFUSO SEXTAVADO 1/4 X 3/4"" 5","GPS14407-005","outros","6899f22a877c5ab49c2d1c2d","2025-01-01","","","0.25","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14407-005","https://facilitagestor360.com.br/patrimony/GPS14407-005","14842018000145","rafael.lobato@gpsfacility.com","","","","692703638fb7706628b00d8c","2025-11-26T13:40:51.160000","2025-11-26T13:40:51.160000","6890c7d607b2a1cba40dc72a","false"
"PARAFUSO SEXTAVADO 1/4 X 3/4"" 1","GPS14407-001","outros","6899f22a877c5ab49c2d1c2d","2025-01-01","","","0.25","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14407-001","https://facilitagestor360.com.br/patrimony/GPS14407-001","14842018000145","rafael.lobato@gpsfacility.com","","","","692703638fb7706628b00d88","2025-11-26T13:40:51.160000","2025-11-26T13:40:51.160000","6890c7d607b2a1cba40dc72a","false"
"BASE DIRETOR GIRATORIA PRETA 2","GPS14406-002","mobiliario","6899f22a877c5ab49c2d1c2d","2025-01-01","","","161.5","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14406-002","https://facilitagestor360.com.br/patrimony/GPS14406-002","14842018000145","rafael.lobato@gpsfacility.com","","","","692703410590ed3929e16930","2025-11-26T13:40:17.826000","2025-11-26T13:40:17.826000","6890c7d607b2a1cba40dc72a","false"
"BASE DIRETOR GIRATORIA PRETA 1","GPS14406-001","mobiliario","6899f22a877c5ab49c2d1c2d","2025-01-01","","","161.5","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14406-001","https://facilitagestor360.com.br/patrimony/GPS14406-001","14842018000145","rafael.lobato@gpsfacility.com","","","","692703410590ed3929e1692f","2025-11-26T13:40:17.826000","2025-11-26T13:40:17.826000","6890c7d607b2a1cba40dc72a","false"
"BASE DIRETOR GIRATORIA PRETA 3","GPS14406-003","mobiliario","6899f22a877c5ab49c2d1c2d","2025-01-01","","","161.5","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14406-003","https://facilitagestor360.com.br/patrimony/GPS14406-003","14842018000145","rafael.lobato@gpsfacility.com","","","","692703410590ed3929e16931","2025-11-26T13:40:17.826000","2025-11-26T13:40:17.826000","6890c7d607b2a1cba40dc72a","false"
"PAR DE BRACO LICI REGULAVEL PTO 3","GPS14405-003","ferramenta","6899f22a877c5ab49c2d1c2d","2025-01-01","","","32","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14405-003","https://facilitagestor360.com.br/patrimony/GPS14405-003","14842018000145","rafael.lobato@gpsfacility.com","","","","69270323a570a4a82251548c","2025-11-26T13:39:47.195000","2025-11-26T13:39:47.195000","6890c7d607b2a1cba40dc72a","false"
"PAR DE BRACO LICI REGULAVEL PTO 2","GPS14405-002","ferramenta","6899f22a877c5ab49c2d1c2d","2025-01-01","","","32","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14405-002","https://facilitagestor360.com.br/patrimony/GPS14405-002","14842018000145","rafael.lobato@gpsfacility.com","","","","69270323a570a4a82251548b","2025-11-26T13:39:47.195000","2025-11-26T13:39:47.195000","6890c7d607b2a1cba40dc72a","false"
"PAR DE BRACO LICI REGULAVEL PTO 1","GPS14405-001","ferramenta","6899f22a877c5ab49c2d1c2d","2025-01-01","","","32","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14405-001","https://facilitagestor360.com.br/patrimony/GPS14405-001","14842018000145","rafael.lobato@gpsfacility.com","","","","69270323a570a4a82251548a","2025-11-26T13:39:47.195000","2025-11-26T13:39:47.195000","6890c7d607b2a1cba40dc72a","false"
"A/E PRESIDENTE BAIXO KOMANCHE PT 1","GPS14404-001","mobiliario","6899f22a877c5ab49c2d1c2d","2025-01-01","","","231.4","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14404-001","https://facilitagestor360.com.br/patrimony/GPS14404-001","14842018000145","rafael.lobato@gpsfacility.com","","","","692703054050e2444a527239","2025-11-26T13:39:17.113000","2025-11-26T13:39:17.113000","6890c7d607b2a1cba40dc72a","false"
"A/E PRESIDENTE BAIXO KOMANCHE PT 2","GPS14404-002","mobiliario","6899f22a877c5ab49c2d1c2d","2025-01-01","","","231.4","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14404-002","https://facilitagestor360.com.br/patrimony/GPS14404-002","14842018000145","rafael.lobato@gpsfacility.com","","","","692703054050e2444a52723a","2025-11-26T13:39:17.113000","2025-11-26T13:39:17.113000","6890c7d607b2a1cba40dc72a","false"
"A/E PRESIDENTE BAIXO KOMANCHE PT 3","GPS14404-003","mobiliario","6899f22a877c5ab49c2d1c2d","2025-01-01","","","231.4","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14404-003","https://facilitagestor360.com.br/patrimony/GPS14404-003","14842018000145","rafael.lobato@gpsfacility.com","","","","692703054050e2444a52723b","2025-11-26T13:39:17.113000","2025-11-26T13:39:17.113000","6890c7d607b2a1cba40dc72a","false"
"PONTEIRO SEXTAVADO","GPS14401","ferramenta","6899f22a877c5ab49c2d1c2d","2025-01-01","","","127.43","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14401","https://facilitagestor360.com.br/patrimony/GPS14401","14842018000145","rafael.lobato@gpsfacility.com","","","","692702e1bb409c98a6589d05","2025-11-26T13:38:41.740000","2025-11-26T13:38:41.740000","6890c7d607b2a1cba40dc72a","false"
" TALHADEIRA SEXTAVADO 28X520MM","GPS14400","ferramenta","6899f22a877c5ab49c2d1c2d","2025-01-01","","","150","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14400","https://facilitagestor360.com.br/patrimony/GPS14400","14842018000145","rafael.lobato@gpsfacility.com","","","","692702aa942fe9cffc729fa3","2025-11-26T13:37:46.005000","2025-11-26T13:37:46.005000","6890c7d607b2a1cba40dc72a","false"
"XICARA CAFE 228 BRASILIA 058 SCHMIDT 2","GPS14394-002","outros","6899f22a877c5ab49c2d1c2d","2025-01-01","","","21.3","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14394-002","https://facilitagestor360.com.br/patrimony/GPS14394-002","14842018000145","rafael.lobato@gpsfacility.com","","","","6927025a5c652c9b1594c426","2025-11-26T13:36:26.021000","2025-11-26T13:36:26.021000","6890c7d607b2a1cba40dc72a","false"
"XICARA CAFE 228 BRASILIA 058 SCHMIDT 3","GPS14394-003","outros","6899f22a877c5ab49c2d1c2d","2025-01-01","","","21.3","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14394-003","https://facilitagestor360.com.br/patrimony/GPS14394-003","14842018000145","rafael.lobato@gpsfacility.com","","","","6927025a5c652c9b1594c427","2025-11-26T13:36:26.021000","2025-11-26T13:36:26.021000","6890c7d607b2a1cba40dc72a","false"
"XICARA CAFE 228 BRASILIA 058 SCHMIDT 5","GPS14394-005","outros","6899f22a877c5ab49c2d1c2d","2025-01-01","","","21.3","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14394-005","https://facilitagestor360.com.br/patrimony/GPS14394-005","14842018000145","rafael.lobato@gpsfacility.com","","","","6927025a5c652c9b1594c429","2025-11-26T13:36:26.021000","2025-11-26T13:36:26.021000","6890c7d607b2a1cba40dc72a","false"
"XICARA CAFE 228 BRASILIA 058 SCHMIDT 1","GPS14394-001","outros","6899f22a877c5ab49c2d1c2d","2025-01-01","","","21.3","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14394-001","https://facilitagestor360.com.br/patrimony/GPS14394-001","14842018000145","rafael.lobato@gpsfacility.com","","","","6927025a5c652c9b1594c425","2025-11-26T13:36:26.021000","2025-11-26T13:36:26.021000","6890c7d607b2a1cba40dc72a","false"
"XICARA CAFE 228 BRASILIA 058 SCHMIDT 7","GPS14394-007","outros","6899f22a877c5ab49c2d1c2d","2025-01-01","","","21.3","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14394-007","https://facilitagestor360.com.br/patrimony/GPS14394-007","14842018000145","rafael.lobato@gpsfacility.com","","","","6927025a5c652c9b1594c42b","2025-11-26T13:36:26.021000","2025-11-26T13:36:26.021000","6890c7d607b2a1cba40dc72a","false"
"XICARA CAFE 228 BRASILIA 058 SCHMIDT 4","GPS14394-004","outros","6899f22a877c5ab49c2d1c2d","2025-01-01","","","21.3","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14394-004","https://facilitagestor360.com.br/patrimony/GPS14394-004","14842018000145","rafael.lobato@gpsfacility.com","","","","6927025a5c652c9b1594c428","2025-11-26T13:36:26.021000","2025-11-26T13:36:26.021000","6890c7d607b2a1cba40dc72a","false"
"XICARA CAFE 228 BRASILIA 058 SCHMIDT 6","GPS14394-006","outros","6899f22a877c5ab49c2d1c2d","2025-01-01","","","21.3","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14394-006","https://facilitagestor360.com.br/patrimony/GPS14394-006","14842018000145","rafael.lobato@gpsfacility.com","","","","6927025a5c652c9b1594c42a","2025-11-26T13:36:26.021000","2025-11-26T13:36:26.021000","6890c7d607b2a1cba40dc72a","false"
"BULE C/BICO 700ML 1204 FORMA","GPS14393","outros","6890f1bca3dba7a7a0d73095","2025-01-01","","2026-01-19","241.6","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14393","https://facilitagestor360.com.br/patrimony/GPS14393","14842018000145","rafael.lobato@gpsfacility.com","","","","69270234cbdc587b32d5a59a","2025-11-26T13:35:48.817000","2026-01-19T18:19:44.927000","6890c7d607b2a1cba40dc72a","false"
"FORRO AMERIC CROCHE 30X45 BRC 3074 KOMEC 1","GPS14392-001","outros","6890f1bca3dba7a7a0d73095","2025-01-01","","2026-01-19","7.2","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14392-001","https://facilitagestor360.com.br/patrimony/GPS14392-001","14842018000145","rafael.lobato@gpsfacility.com","","","","69270217ad228efb9c898a6a","2025-11-26T13:35:19.500000","2026-01-19T18:21:17.068000","6890c7d607b2a1cba40dc72a","false"
"FORRO AMERIC CROCHE 30X45 BRC 3074 KOMEC 5","GPS14392-005","outros","6890f1bca3dba7a7a0d73095","2025-01-01","","2026-01-19","7.2","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14392-005","https://facilitagestor360.com.br/patrimony/GPS14392-005","14842018000145","rafael.lobato@gpsfacility.com","","","","69270217ad228efb9c898a6e","2025-11-26T13:35:19.500000","2026-01-19T18:21:12.055000","6890c7d607b2a1cba40dc72a","false"
"FORRO AMERIC CROCHE 30X45 BRC 3074 KOMEC 7","GPS14392-007","outros","6890f1bca3dba7a7a0d73095","2025-01-01","","2026-01-19","7.2","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14392-007","https://facilitagestor360.com.br/patrimony/GPS14392-007","14842018000145","rafael.lobato@gpsfacility.com","","","","69270217ad228efb9c898a70","2025-11-26T13:35:19.500000","2026-01-19T18:20:59.015000","6890c7d607b2a1cba40dc72a","false"
"FORRO AMERIC CROCHE 30X45 BRC 3074 KOMEC 3","GPS14392-003","outros","6890f1bca3dba7a7a0d73095","2025-01-01","","2026-01-19","7.2","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14392-003","https://facilitagestor360.com.br/patrimony/GPS14392-003","14842018000145","rafael.lobato@gpsfacility.com","","","","69270217ad228efb9c898a6c","2025-11-26T13:35:19.500000","2026-01-19T18:20:00.172000","6890c7d607b2a1cba40dc72a","false"
"FORRO AMERIC CROCHE 30X45 BRC 3074 KOMEC 2","GPS14392-002","outros","6890f1bca3dba7a7a0d73095","2025-01-01","","2026-01-19","7.2","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14392-002","https://facilitagestor360.com.br/patrimony/GPS14392-002","14842018000145","rafael.lobato@gpsfacility.com","","","","69270217ad228efb9c898a6b","2025-11-26T13:35:19.500000","2026-01-19T18:20:47.271000","6890c7d607b2a1cba40dc72a","false"
"FORRO AMERIC CROCHE 30X45 BRC 3074 KOMEC 6","GPS14392-006","outros","6890f1bca3dba7a7a0d73095","2025-01-01","","2026-01-19","7.2","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14392-006","https://facilitagestor360.com.br/patrimony/GPS14392-006","14842018000145","rafael.lobato@gpsfacility.com","","","","69270217ad228efb9c898a6f","2025-11-26T13:35:19.500000","2026-01-19T18:20:40.425000","6890c7d607b2a1cba40dc72a","false"
"FORRO AMERIC CROCHE 30X45 BRC 3074 KOMEC 8","GPS14392-008","outros","6890f1bca3dba7a7a0d73095","2025-01-01","","2026-01-19","7.2","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14392-008","https://facilitagestor360.com.br/patrimony/GPS14392-008","14842018000145","rafael.lobato@gpsfacility.com","","","","69270217ad228efb9c898a71","2025-11-26T13:35:19.500000","2026-01-19T18:21:06.031000","6890c7d607b2a1cba40dc72a","false"
"FORRO AMERIC CROCHE 30X45 BRC 3074 KOMEC 4","GPS14392-004","outros","6890f1bca3dba7a7a0d73095","2025-01-01","","2026-01-19","7.2","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14392-004","https://facilitagestor360.com.br/patrimony/GPS14392-004","14842018000145","rafael.lobato@gpsfacility.com","","","","69270217ad228efb9c898a6d","2025-11-26T13:35:19.500000","2026-01-19T18:20:06.853000","6890c7d607b2a1cba40dc72a","false"
"CHALEIRA ELET 1,8L ATACAMA 220V","GPS14391","mobiliario","6899f22a877c5ab49c2d1c2d","2025-01-01","","2026-01-19","89.4","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14391","https://facilitagestor360.com.br/patrimony/GPS14391","14842018000145","rafael.lobato@gpsfacility.com","","","","692701f2ee71b16de7943523","2025-11-26T13:34:42.022000","2026-01-19T18:25:56.527000","6890c7d607b2a1cba40dc72a","false"
"JARRA TPA FGELO 309 5LT PLASUTIL  3","GPS14390-003","outros","6890f430af56e52f005ac934","2025-01-01","","2026-01-19","44.7","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14390-003","https://facilitagestor360.com.br/patrimony/GPS14390-003","14842018000145","rafael.lobato@gpsfacility.com","","","","692701ca90943a790889b514","2025-11-26T13:34:02.365000","2026-01-19T18:26:59.453000","6890c7d607b2a1cba40dc72a","false"
"JARRA TPA FGELO 309 5LT PLASUTIL  1","GPS14390-001","outros","6890f430af56e52f005ac934","2025-01-01","","2026-01-19","44.7","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14390-001","https://facilitagestor360.com.br/patrimony/GPS14390-001","14842018000145","rafael.lobato@gpsfacility.com","","","","692701ca90943a790889b512","2025-11-26T13:34:02.365000","2026-01-19T18:27:09.929000","6890c7d607b2a1cba40dc72a","false"
"JARRA TPA FGELO 309 5LT PLASUTIL  2","GPS14390-002","outros","6890f430af56e52f005ac934","2025-01-01","","2026-01-19","44.7","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14390-002","https://facilitagestor360.com.br/patrimony/GPS14390-002","14842018000145","rafael.lobato@gpsfacility.com","","","","692701ca90943a790889b513","2025-11-26T13:34:02.365000","2026-01-19T18:25:31.358000","6890c7d607b2a1cba40dc72a","false"
"JARRA TPA FGELO 309 5LT PLASUTIL  2","GPS14390-002","outros","6890f4b7060d99856d4d819a","2025-01-01","","2026-01-19","44.7","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14390-002","https://facilitagestor360.com.br/patrimony/GPS14390-002","14842018000145","rafael.lobato@gpsfacility.com","","","","6927010e26cdd7ba018fdb88","2025-11-26T13:30:54.427000","2026-01-29T17:17:57.443000","6890c7d607b2a1cba40dc72a","false"
"JARRA TPA FGELO 309 5LT PLASUTIL  3","GPS14390-003","outros","6890f4b7060d99856d4d819a","2025-01-01","","2026-01-29","44.7","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14390-003","https://facilitagestor360.com.br/patrimony/GPS14390-003","14842018000145","rafael.lobato@gpsfacility.com","","","","6927010e26cdd7ba018fdb89","2025-11-26T13:30:54.427000","2026-01-29T17:25:55.632000","6890c7d607b2a1cba40dc72a","false"
"JARRA TPA FGELO 309 5LT PLASUTIL  1","GPS14390-001","outros","6890f4b7060d99856d4d819a","2025-01-01","","2026-01-29","44.7","devolvido","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14390-001","https://facilitagestor360.com.br/patrimony/GPS14390-001","14842018000145","rafael.lobato@gpsfacility.com","","","","6927010e26cdd7ba018fdb87","2025-11-26T13:30:54.427000","2026-01-29T17:26:02.593000","6890c7d607b2a1cba40dc72a","false"
"FUNIL PLASTICO GRANDE 278 PLASUTIL 1","GPS14389-001","outros","6890f430af56e52f005ac934","2025-01-01","","","6.9","em_uso","","https://api.qrserver.com/v1/create-qr-code/?size=200x200&data=https%3A%2F%2Ffacilitagestor360.com.br%2Fpatrimony%2FGPS14389-001","https://facilitagestor360.com.br/patrimony/GPS14389-001","14842018000145","rafael.lobato@gpsfacility.com","","","","692700ee79428b3ce4a1b440","2025-11-26T13:30:22.944000","2025-11-26T13:32:12.520000","6890c7d607b2a1cba40dc72a","false"
